"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_HISP","gap_completion_white_hispanic"
"3714","Jarvis Christian College",2,1893,9730,0.3333,0.3333,0
"3717","Lamar University",1,6651,4753,0.4113,0.4257,-0.0350109409190373
"3722","Texas A & M International University",1,3799,5524,0.1875,0.4623,-1.4656
"3724","LeTourneau University",2,15159,8285,0.5088,0.4444,0.126572327044025
"3727","Lubbock Christian University",2,11751,6404,0.4975,0.2708,0.455678391959799
"3729","University of Mary Hardin-Baylor",2,18681,8668,0.5,0.4,0.2
"3731","McMurry University",2,13139,9561,0.4185,0.3231,0.227956989247312
"3734","Midland College",1,2744,6732,0.1852,0.3101,-0.674406047516199
"3735","Midwestern State University",1,6322,8527,0.4714,0.4118,0.126431904963937
"3737","Wade College",3,12537,3311,0.6071,0.2857,0.529402075440619
"3746","University of North Texas",1,8076,8373,0.5085,0.4717,0.0723697148475908
"3748","Northwood University-Texas",2,12333,5795,0.5172,0.4,0.226604795050271
"3754","Our Lady of the Lake University",2,15950,8470,0.3667,0.3876,-0.0569948186528497
"3755","The University of Texas Rio Grande Valley",1,3941,5949,0.3537,0.4253,-0.20243143907266
"3756","The University of Texas at Brownsville",1,3469,4828,0.3947,0.2662,0.325563719280466
"3760","Prairie View A & M University",1,5322,6662,0.4,0.3514,0.1215
"3763","Rice University",2,21358,40056,0.9096,0.9101,-0.000549692172383527
"3766","Saint Edward's University",2,22563,9863,0.6576,0.6667,-0.013838199513382
"3769","Sam Houston State University",1,7273,5925,0.5414,0.5183,0.0426671592168452
"3772","Schreiner University",2,12818,7053,0.388,0.5303,-0.366752577319588
"3774","St Mary's University",2,22369,13438,0.6552,0.6144,0.0622710622710624
"3780","Southern Methodist University",2,25697,16035,0.7819,0.8288,-0.0599820948970456
"3783","Southwestern Assemblies of God University",2,11536,4857,0.4364,0.3421,0.216086159486709
"3784","Southwestern University",2,16438,12803,0.7381,0.75,-0.0161224766291831
"3785","Stephen F Austin State University",1,6311,6816,0.4894,0.368,0.248058847568451
"3786","Texas State University",1,7237,6511,0.5752,0.4841,0.158379694019472
"3787","Southwestern Adventist University",2,14350,10119,0.3158,0.5,-0.583280557314756
"3789","Sul Ross State University",1,4104,6409,0.2661,0.3354,-0.26042841037204
"3790","Tarleton State University",1,6117,6957,0.4606,0.4063,0.117889709075119
"3798","Texas A & M University-Kingsville",1,6090,6289,0.4175,0.3397,0.186347305389222
"3799","Texas A & M University-College Station",1,9515,14943,0.8139,0.7228,0.111930212556825
"3800","The University of Texas at Arlington",1,7387,6322,0.3822,0.4172,-0.0915750915750917
"3801","The University of Texas at Austin",1,10165,16749,0.8364,0.7194,0.139885222381636
"3802","The University of Texas at Dallas",1,10462,10407,0.6782,0.6055,0.107195517546446
"3803","The University of Texas at El Paso",1,5661,6847,0.3409,0.3869,-0.134936931651511
"3804","The University of Texas at Tyler",1,5699,8851,0.4447,0.4318,0.0290083202158758
"3806","Texas Christian University",2,24866,14768,0.78,0.6623,0.150897435897436
"3809","Texas Lutheran University",2,12176,8384,0.5021,0.39,0.223262298346943
"3810","The University of Texas of the Permian Basin",1,6767,8174,0.3861,0.2993,0.224812224812225
"3811","The University of Texas at San Antonio",1,7653,6866,0.2928,0.3331,-0.137636612021858
"3813","Texas Southern University",1,5996,9693,0.25,0.18,0.28
"3814","Texas Tech University",1,8792,7046,0.6026,0.55,0.0872884168602721
"3816","Texas Wesleyan University",2,18437,10124,0.4394,0.5319,-0.210514337733273
"3817","Texas Woman's University",1,5487,6844,0.482,0.4918,-0.0203319502074689
"3818","Trinity University",2,17509,20116,0.8259,0.803,0.0277273277636517
"3830","Wayland Baptist University",2,8676,7435,0.3652,0.1778,0.513143483023001
"3832","West Texas A & M University",1,6029,6645,0.4508,0.3385,0.249112688553682
"3838","Brigham Young University-Provo",2,5763,15124,0.7978,0.7481,0.0622963148658811
"3839","Brigham Young University-Hawaii",2,3088,12569,0.5063,0.5556,-0.0973730989531898
"3845","Dixie State University",1,4557,4147,0.3723,0.2188,0.412301907064196
"3849","Eagle Gate College-Murray",3,11163,3553,0.5211,0.5714,-0.0965265783918634
"3850","ITT Technical Institute-Murray",3,19215,2150,0.3962,0.3846,0.0292781423523473
"3852","Everest College-Salt Lake City",3,10011,8254,0.5198,0.6207,-0.194113120430935
"3854","Snow College",1,2147,5841,0.4067,0.25,0.385296287189575
"3855","Southern Utah University",1,7753,7872,0.5252,0.4516,0.14013709063214
"3856","Stevens-Henager College",2,17142,5223,0.3458,0.2941,0.149508386350492
"3857","Stevens-Henager College",2,17233,5651,0.2886,0.2,0.306999306999307
"3859","Utah State University",1,5160,8365,0.5128,0.4466,0.129095163806552
"3860","Utah Valley University",1,4537,4839,0.3277,0.2575,0.214220323466585
"3862","University of Utah",1,10088,12899,0.623,0.525,0.157303370786517
"3863","Weber State University",1,4669,5433,0.3649,0.2696,0.261167443135105
"3864","Westminster College",2,19247,11475,0.5952,0.6579,-0.105342741935484
"3865","Bennington College",2,28727,20658,0.6582,0.5,0.240352476450927
"3866","Burlington College",2,22923,12127,0.4667,1,-1.14270409256482
"3867","Castleton University",1,12568,7639,0.4823,0.375,0.222475637569977
"3868","Champlain College",2,22274,8502,0.6132,0.3333,0.456457925636008
"3871","Green Mountain College",2,14289,7418,0.4839,0.4,0.173382930357512
"3872","Johnson State College",1,10947,8716,0.3629,0.4,-0.102232019840176
"3873","Lyndon State College",1,11746,7807,0.392,0.2857,0.271173469387755
"3874","Marlboro College",2,23290,21424,0.6207,0.5,0.194457870146609
"3875","Middlebury College",2,42962,24640,0.9431,0.925,0.019192026296257
"3876","New England Culinary Institute",3,18485,7533,0.4863,0.1429,0.706148468023854
"3877","Norwich University",2,15569,7955,0.5864,0.4286,0.269099590723056
"3879","Saint Michael's College",2,23692,10461,0.8023,0.8571,-0.0683036270721675
"3882","Southern Vermont College",2,12363,4560,0.3945,0.1111,0.718377693282636
"3885","Vermont Technical College",1,13044,16336,0.5507,0.5,0.0920646449972761
"3886","University of Vermont",1,22431,16893,0.7685,0.6415,0.165256994144437
"3891","Bluefield College",2,10384,4143,0.5385,0.5,0.0714948932219127
"3892","Bridgewater College",2,11212,5651,0.6263,0.7143,-0.140507743892703
"3893","College of William and Mary",1,17527,13546,0.9245,0.8925,0.034613304488913
"3894","Regent University",2,13846,7864,0.5526,0.6,-0.0857763300760043
"3897","Christopher Newport University",1,7048,8550,0.6901,0.5122,0.257788726271555
"3905","Centura College-Virginia Beach",3,21575,2971,0.8129,0.9375,-0.153278386025341
"3907","Eastern Mennonite University",2,15633,11522,0.6712,0.3333,0.503426698450536
"3909","Ferrum College",2,14135,6628,0.2908,0.2083,0.283700137551582
"3910","George Mason University",1,11077,12466,0.655,0.6667,-0.0178625954198472
"3912","Hampden-Sydney College",2,15559,13194,0.6894,0.8,-0.160429358862779
"3913","Hampton University",2,11363,8563,0.4,0.5,-0.25
"3914","Hollins University",2,11138,15806,0.6299,0.7273,-0.154627718685506
"3916","James Madison University",1,8864,8505,0.8333,0.8173,0.0192007680307212
"3919","Liberty University",2,10111,2350,0.558,0.4111,0.26326164874552
"3920","Longwood University",1,6590,7687,0.676,0.6296,0.0686390532544379
"3922","Lynchburg College",2,15745,10266,0.5583,0.4762,0.147053555436145
"3924","Mary Baldwin College",2,11499,8542,0.4477,0.6667,-0.489166852803216
"3925","University of Mary Washington",1,7402,7328,0.7526,0.8182,-0.0871644964124369
"3926","Marymount University",2,19280,8835,0.4971,0.5775,-0.16173808086904
"3929","American National University",3,9301,5174,0.4348,0.1429,0.671343146274149
"3933","Norfolk State University",1,4527,7830,0.25,0.0769,0.6924
"3935","Old Dominion University",1,6401,8498,0.5144,0.5116,0.00544323483670279
"3941","Radford University",1,5943,7905,0.5976,0.4865,0.18591030789826
"3943","Randolph-Macon College",2,16253,9850,0.6199,0.75,-0.209872560090337
"3944","Randolph College",2,11900,14248,0.4536,0.0769,0.830467372134039
"3949","University of Richmond",2,23844,16287,0.8577,0.7667,0.106097703159613
"3951","Roanoke College",2,15858,9685,0.6528,0.6667,-0.0212928921568626
"3953","Shenandoah University",2,16211,9066,0.5959,0.3846,0.354589696257761
"3954","Southern Virginia University",2,11504,6590,0.3198,0.5,-0.563477173233271
"3960","Sweet Briar College",2,14994,21942,0.6786,0.6,0.115826702033599
"3964","The University of Virginia's College at Wise",1,6069,8272,0.4943,0.5,-0.0115314586283633
"3966","Virginia Polytechnic Institute and State University",1,12124,11178,0.8308,0.8229,0.00950890707751567
"3968","Virginia Commonwealth University",1,9971,12722,0.5861,0.5783,0.0133083091622589
"3969","University of Virginia-Main Campus",1,18767,16988,0.9508,0.958,-0.00757257046697516
"3970","Virginia Military Institute",1,12567,12896,0.7102,0.6364,0.103914390312588
"3975","Virginia Wesleyan College",2,16313,9304,0.4957,0.3636,0.266491829735727
"3977","Washington and Lee University",2,27120,31496,0.8747,0.875,-0.000342974734194543
"3978","Sanford-Brown College-Tysons Corner",3,19649,16268,0.4286,0.5556,-0.296313579094727
"3983","The Art Institute of Seattle",3,13584,5938,0.3352,0.28,0.164677804295943
"3985","Bellevue College",1,3755,5155,0.2545,0.2,0.214145383104126
"3990","Central Washington University",1,6532,8475,0.5412,0.5122,0.0535846267553585
"3991","Centralia College",1,1548,4862,0.3474,0.2105,0.394070236039148
"3995","Clover Park Technical College",1,1284,4124,0.3806,0.3077,0.191539674198634
"3996","Columbia Basin College",1,1482,5492,0.2597,0.2222,0.144397381594147
"3997","Cornish College of the Arts",2,26086,20016,0.4932,0.625,-0.267234387672344
"3999","Eastern Washington University",1,7535,6934,0.4868,0.4303,0.116064092029581
"4003","The Evergreen State College",1,7492,8785,0.5683,0.4815,0.15273623086398
"4006","Gonzaga University",2,19185,9857,0.8411,0.8387,0.00285340625371532
"4008","Green River College",1,4454,5845,0.3264,0.2105,0.355085784313726
"4009","Heritage University",2,16541,13599,0.3333,0.2143,0.357035703570357
"4010","Highline College",1,1876,5861,0.3122,0.2333,0.252722613709161
"4013","ITT Technical Institute-Seattle",3,17508,2376,0.4286,0.375,0.125058329444704
"4018","Lake Washington Institute of Technology",1,2576,6460,0.2881,0.2857,0.00833044081916006
"4024","North Seattle College",1,3619,6432,0.3333,0.1667,0.4998499849985
"4025","Northwest University",2,14727,8442,0.5612,0.25,0.554526015680684
"4026","Olympic College",1,3532,4627,0.282,0.2692,0.0453900709219857
"4028","Pacific Lutheran University",2,18608,11937,0.7233,0.4722,0.347158855246786
"4029","Peninsula College",1,1524,5650,0.2674,0.2727,-0.0198204936424831
"4030","University of Puget Sound",2,27917,18755,0.7778,0.5429,0.302005656981229
"4032","Saint Martin's University",2,14277,7237,0.5086,0.4545,0.106370428627605
"4033","South Seattle College",1,3333,6851,0.3091,0.2,0.352960207052734
"4034","Seattle Central College",1,3911,6107,0.2282,0.1111,0.513146362839614
"4036","Seattle Pacific University",2,19371,10181,0.7513,0.84,-0.118062025821909
"4037","Seattle University",2,25546,15163,0.7969,0.7887,0.0102898732588783
"4039","Skagit Valley College",1,2154,5563,0.2222,0.0571,0.743024302430243
"4046","Walla Walla University",2,17229,10535,0.5804,0.5122,0.11750516884907
"4047","Washington State University",1,10933,9952,0.6843,0.63,0.079351161771153
"4048","University of Washington-Seattle Campus",1,17415,24561,0.8454,0.7702,0.0889519753962622
"4051","Western Washington University",1,8189,8911,0.7369,0.6205,0.157959017505767
"4053","Whitman College",2,30363,19220,0.8732,0.8182,0.0629867155290883
"4054","Whitworth University",2,17141,9969,0.7598,0.5926,0.22005790997631
"4055","Yakima Valley Community College",1,1424,6106,0.287,0.1729,0.397560975609756
"4056","Alderson Broaddus University",2,9940,5771,0.4577,0.3333,0.271793751365523
"4061","Bethany College",2,11558,7689,0.4977,0.2727,0.452079566003617
"4062","Bluefield State College",1,2772,6763,0.3489,0.3333,0.0447119518486672
"4065","University of Charleston",2,12238,6776,0.3575,0.5556,-0.554125874125874
"4068","Davis & Elkins College",2,13114,7995,0.4222,0.3333,0.210563713879678
"4069","Fairmont State University",1,3200,6375,0.3516,0.25,0.28896473265074
"4070","Glenville State College",1,3829,6565,0.3739,0.3333,0.108585183204065
"4074","Marshall University",1,5955,8402,0.4483,0.3448,0.230872183805487
"4082","Ohio Valley University",2,7743,5986,0.3176,0.6,-0.889168765743073
"4083","West Virginia University at Parkersburg",1,2493,5549,0.314,0.2,0.363057324840764
"4084","Potomac State College of West Virginia University",1,5358,5270,0.2358,0.1,0.575911789652248
"4087","Shepherd University",1,5193,6032,0.411,0.3125,0.239659367396594
"4093","West Liberty University",1,5556,5416,0.4165,0.3333,0.199759903961585
"4095","West Virginia Wesleyan College",2,10424,6326,0.6703,0.875,-0.305385648217216
"4101","West Virginia University",1,11898,11703,0.5803,0.44,0.241771497501292
"4102","Wheeling Jesuit University",2,13801,6981,0.6392,0.5,0.217772215269086
"4106","Alverno College",2,18323,7920,0.3876,0.2979,0.231424148606811
"4107","Madison Area Technical College",1,3820,15176,0.2603,0.1333,0.487898578563196
"4109","Beloit College",2,17863,15371,0.9279,0.9524,-0.0264037072960449
"4111","Cardinal Stritch University",2,12772,4521,0.5617,0.3529,0.371728680790458
"4112","Carroll University",2,14957,6015,0.6205,0.5588,0.0994359387590654
"4113","Carthage College",2,14858,9053,0.6387,0.5455,0.145921402849538
"4115","Concordia University-Wisconsin",2,13503,7646,0.6364,0.4444,0.301697045883092
"4116","Edgewood College",2,16336,7616,0.6293,0.4286,0.318925790560941
"4121","ITT Technical Institute-Greenfield",3,16359,2503,0.5135,0.1563,0.695618305744888
"4122","Lakeland College",2,10252,5134,0.5318,0.5714,-0.0744640842421962
"4124","Lawrence University",2,20420,15289,0.8333,1,-0.200048001920077
"4125","Maranatha Baptist University",2,11566,4188,0.462,0.25,0.458874458874459
"4126","Marian University",2,12995,6341,0.5948,0.6154,-0.0346334902488231
"4127","Marquette University",2,21044,10161,0.8135,0.693,0.148125384142594
"4131","Milwaukee Institute of Art & Design",2,17906,8689,0.5809,0.4167,0.282664830435531
"4132","Milwaukee School of Engineering",2,14970,11075,0.5655,0.5,0.115826702033599
"4134","Mount Mary University",2,14973,7872,0.6154,0.5263,0.14478388040299
"4140","Northland College",2,12221,9723,0.4579,1,-1.18388294387421
"4141","Ripon College",2,13420,9719,0.7113,0.6,0.156474061577394
"4143","Saint Norbert College",2,16434,8114,0.6996,0.4615,0.340337335620354
"4144","Silver Lake College of the Holy Family",2,8047,7713,0.5,0.5,0
"4149","Viterbo University",2,10530,5846,0.4955,0.5,-0.00908173562058528
"4153","University of Wisconsin-Whitewater",1,6700,6055,0.5939,0.5208,0.123084694392995
"4157","University of Wisconsin-Eau Claire",1,7047,7221,0.7012,0.4286,0.38876212207644
"4158","University of Wisconsin-Green Bay",1,5127,6040,0.5163,0.3158,0.388340112337788
"4159","University of Wisconsin-La Crosse",1,6955,6871,0.7165,0.5135,0.283321702721563
"4160","Wisconsin Lutheran College",2,11638,8970,0.6579,0.5714,0.131478948168415
"4161","University of Wisconsin-Oshkosh",1,5823,7368,0.555,0.5,0.0990990990990992
"4162","University of Wisconsin-Parkside",1,5140,6246,0.3143,0.3797,-0.208081450843143
"4163","Herzing University-Madison",3,14423,5477,0.4227,0.25,0.408563993375917
"4164","University of Wisconsin-Stout",1,6114,7528,0.5399,0.4286,0.206149286904983
"4166","University of Wisconsin-Madison",1,11252,14367,0.8558,0.748,0.125964010282776
"4167","University of Wisconsin-Milwaukee",1,8379,8619,0.4651,0.3141,0.32466136314771
"4168","University of Wisconsin-Platteville",1,6694,6008,0.5336,0.5333,0.000562218890554661
"4169","University of Wisconsin-River Falls",1,6015,6743,0.5651,0.2857,0.494425765351265
"4170","University of Wisconsin-Stevens Point",1,5919,6811,0.6183,0.5556,0.101407083939835
"4180","University of Wyoming",1,4549,14616,0.5576,0.3793,0.319763271162123
"4242","University of Puerto Rico-Carolina",1,1161,6124,0.3636,0.3624,0.00330033003300324
"4249","University of Puerto Rico-Rio Piedras",1,1253,12073,0.5333,0.4807,0.0986311644477779
"4260","University of the Virgin Islands",1,7966,9696,0.1111,0.2258,-1.03240324032403
"4261","Stanford University",2,24668,93146,0.9547,0.9382,0.0172829160992982
"4262","Purdue University-Main Campus",1,15397,16568,0.7409,0.6193,0.164124713186665
"4267","ITT Technical Institute-Sylmar",3,18101,2664,0.1765,0.3563,-1.01869688385269
"4268","ITT Technical Institute-Westminster",3,18024,2260,0.2727,0.32,-0.173450678401173
"4270","City College-Fort Lauderdale",2,16235,5766,0.5,0.4,0.2
"4292","Mid-America Christian University",2,9777,2176,0.3043,0.2222,0.269799539927703
"4293","Platt College-Tulsa",3,18520,10658,0.5891,0.6,-0.0185028008827025
"4319","Landmark College",2,35953,13565,0.2198,0.3333,-0.516378525932666
"4338","ECPI University",3,15641,7515,0.4348,0.4815,-0.107405703771849
"4355","Everest University-Brandon",3,11279,3977,0.3159,0.4069,-0.288065843621399
"4362","Platt College-Los Angeles",3,10485,5739,0.6667,0.6393,0.0410979451027448
"4363","Platt College-Aurora",3,14077,7941,0.75,0.5,0.333333333333333
"4364","Kaplan University-Davenport Campus",3,8545,1136,0.3261,0.1905,0.415823367065317
"4365","Kaplan University-Cedar Falls Campus",3,7926,2176,0.4286,1,-1.33317778814746
"4370","ITT Technical Institute-Arlington Heights",3,17758,2941,0.4615,0.6,-0.300108342361863
"4376","ITT Technical Institute-Troy",3,20284,2423,0.427,0.6,-0.405152224824356
"4386","New College of Florida",1,2307,12918,0.7,0.64,0.0857142857142856
"4389","Le Cordon Bleu College of Culinary Arts-Scottsdale",3,7653,2071,0.5878,0.4898,0.16672337529772
"4412","University of Advancing Technology",3,21957,5015,0.2977,0.2667,0.104131676184078
"4452","Pennsylvania College of Technology",1,16354,11894,0.4495,0.4138,0.0794215795328143
"4464","Southern Technical College",3,13141,4940,0.4494,0.2525,0.43813974187806
"4466","ITT Technical Institute-Norwood",3,17964,2283,0.3902,0.35,0.103024090210149
"4470","ITT Technical Institute-Knoxville",3,22158,2633,0.2381,0.6667,-1.80008399832003
"4471","ITT Technical Institute-Austin",3,17785,2461,0.2821,0.3548,-0.25771003190358
"4472","ITT Technical Institute-Houston North",3,17122,2094,0.5897,0.5102,0.134814312362218
"4473","California State University-San Marcos",1,7383,8347,0.4913,0.4725,0.0382658253612865
"4477","Kaplan University-Des Moines Campus",3,6766,1904,0.281,0.5,-0.779359430604982
"4485","McNally Smith College of Music",3,23983,8490,0.4672,0.2857,0.388484589041096
"4494","Hodges University",2,15809,7170,0.3409,0.2877,0.15605749486653
"4495","Everest University-Lakeland",3,10155,5235,0.4984,0.6386,-0.281300160513644
"4505","Nossi College of Art",3,6672,4023,0.5241,0.6,-0.144819690898683
"4507","ITT Technical Institute-Norfolk",3,18999,2638,0.2593,0.5,-0.928268414963363
"4516","ITT Technical Institute-Albuquerque",3,17503,4255,0.4615,0.3684,0.201733477789816
"4530","Bryant & Stratton College-Eastlake",3,14533,3492,0.1739,0.5,-1.87521564117309
"4546","Fremont College",3,15267,3441,0.7436,0.64,0.139322216245293
"4552","ITT Technical Institute-Lake Mary",3,19675,4911,0.2,0.25,-0.25
"4556","Remington College-Honolulu Campus",2,9864,5328,0.4595,0.4,0.129488574537541
"4585","Brown Mackie College-Findlay",3,11192,4799,0.3515,0.2222,0.367852062588905
"4616","ITT Technical Institute-San Antonio",3,19032,2285,0.25,0.2,0.2
"4623","Vista College-Online",3,5302,1441,0.7453,0.7333,0.016100898966859
"4627","Northwest College of Art & Design",3,18559,5342,0.6667,0.6667,0
"4628","University of Washington-Bothell Campus",1,3783,5335,0.7021,0.7143,-0.0173764421022648
"4629","University of Washington-Tacoma Campus",1,3928,5539,0.65,0.5,0.230769230769231
"4636","ITT Technical Institute-Torrance",3,16967,2182,0.3571,0.4032,-0.129095491458975
"4643","Center for Advanced Legal Studies",3,11888,3028,0.8,0.5,0.375
"4652","University of Phoenix-Utah",3,9782,4030,0.3043,0.2222,0.269799539927703
"4670","Westwood College-Aurora Campus",3,15135,3424,0.2571,0.2273,0.115908206923376
"4672","ITT Technical Institute-San Bernardino",3,17885,2211,0.4524,0.4701,-0.0391246684350132
"4674","University of Phoenix-Puerto Rico",3,6537,4884,0.5,0.2917,0.4166
"4717","Everglades University",2,20629,3726,0.5053,0.5333,-0.0554126261626757
"4728","Everest University-South Orlando",3,12244,3600,0.4738,0.5231,-0.104052342760659
"4748","Bristol University",3,1863,959,0.7692,1,-0.300052002080083
"4750","Mt Sierra College",3,9736,3430,0.6,0.125,0.791666666666667
"4753","Southern California Institute of Technology",3,12038,2001,0.6728,0.7424,-0.103448275862069
"4754","Soka University of America",2,2567,28611,0.5,0.7,-0.4
"4763","Colorado Technical University-Sioux Falls",3,19771,8611,0.2742,0.5,-0.823486506199854
"4764","Southwest University of Visual Arts-Albuquerque",3,12512,1941,0.8571,0.75,0.124956247812391
"4773","Baker College of Auburn Hills",2,8398,4461,0.1403,0.0769,0.451888809693514
"4774","Baker College of Clinton Township",2,10256,5448,0.1609,0.1429,0.111870727159726
"4797","University of Phoenix-New Mexico",3,9494,3326,0.1892,0.2218,-0.1723044397463
"4801","Westwood College-Dupage",3,15364,4131,0.2879,0.3514,-0.22056269538034
"4802","Wright Career College",2,11193,4710,0.7739,0.8462,-0.0934229228582503
"4811","Arizona State University-West",1,10868,8436,0.6392,0.5273,0.175062578222778
"4813","ITT Technical Institute-Jacksonville",3,17964,2824,0.2903,0.3333,-0.148122631760248
"4819","ITT Technical Institute-Omaha",3,20347,3337,0.3846,0.3,0.21996879875195
"4841","Brown Mackie College-Fort Wayne",3,10909,4215,0.3755,0.25,0.33422103861518
"4848","Florida National University-Main Campus",3,8000,2862,0.5,0.5639,-0.1278
"4851","ITT Technical Institute-Fort Lauderdale",3,16752,2791,0.6111,0.4634,0.241695303550974
"4855","South Texas College",1,1032,3591,0.1429,0.1743,-0.219734079776067
"4860","California State University-Monterey Bay",1,5147,8919,0.4628,0.4324,0.0656871218668971
"4866","Argosy University-The Art Institute of California-Hollywood",3,15430,4617,0.3,0.303,-0.01
"4877","Remington College-Memphis Campus",2,11227,4415,0.625,0.8333,-0.33328
"4888","ITT Technical Institute-Little Rock",3,17013,2281,0.3393,0.3333,0.017683465959328
"4889","ITT Technical Institute-Oxnard",3,16295,2446,0.5556,0.65,-0.169906407487401
"4892","ITT Technical Institute-Cordova",3,18230,2195,0.3056,0.25,0.181937172774869
"4898","Baker College of Jackson",2,9070,4818,0.1905,0.1667,0.1249343832021
"4902","ITT Technical Institute-Everett",3,18921,3058,0.4091,0.2,0.511121975067221
"4906","ITT Technical Institute-Orland Park",3,17666,3431,0.5625,0.375,0.333333333333333
"4909","Johnson & Wales University-North Miami",2,15584,6100,0.4361,0.4063,0.0683329511579913
"4936","College of Business and Technology-Kendall",3,6311,1992,0.6,0.7619,-0.269833333333333
"4972","New York College of Health Professions",2,11437,5737,0.8519,0.6818,0.199671322925226
"5032","Everest University-Melbourne",3,10792,5199,0.402,0.3871,0.0370646766169155
"5034","University of Phoenix-Hawaii",3,10643,3176,0.3077,0.2,0.35001624959376
"5041","Virginia College-Birmingham",3,20547,3809,0.1964,0.4,-1.03665987780041
"5056","Arizona State University-Polytechnic",1,13296,10320,0.6189,0.5846,0.0554209080626919
"5071","Living Arts College",3,13721,6999,0.8542,0.6667,0.219503629126668
"5073","Eastern International College-Jersey City",3,7651,5602,1,0.9474,0.0526
"5076","Pacific College",3,6434,6851,0.7805,0.632,0.19026265214606
"5086","Embry-Riddle Aeronautical University-Worldwide",2,10137,5324,0.1914,0.2167,-0.132183908045977
"5090","ITT Technical Institute-Webster",3,15058,2152,0.5,0.3333,0.3334
"5104","Argosy University-Tampa",3,13904,5479,0.25,1,-3
"5105","The Illinois Institute of Art-Schaumburg",3,14799,5017,0.4947,0.75,-0.516070345664039
"5108","The Art Institute of Phoenix",3,13708,4650,0.5833,0.5455,0.0648037030687469
"5114","ITT Technical Institute-Henderson",3,18079,3194,0.3265,0.2444,0.25145482388974
"5115","Colorado Technical University-Greenwood Village",3,16054,3142,0.4286,0.2,0.533364442370509
"5126","ITT Technical Institute-Hialeah",3,18232,3182,0.25,0.3684,-0.4736
"5132","ITT Technical Institute-Strongsville",3,18405,3481,0.5484,0.5,0.0882567469000729
"5135","The Creative Center",3,29353,6244,0.6818,1,-0.466705778820769
"5180","University of Phoenix-Oregon",3,8776,3739,0.25,0.2308,0.0768
"5185","Platt College-Ontario",3,13830,7570,0.6316,0.7152,-0.132362254591513
"5187","Argosy University-The Art Institute of California-Los Angeles",3,15790,5474,0.3143,0.5122,-0.629653197581928
"5196","Western Governors University",2,6934,2658,0.2109,0.0625,0.703651019440493
"5197","Santa Barbara Business College-Ventura",3,13535,2468,0.5789,0.5714,0.0129556054586283
"5199","Herzing University-Kenner",3,10706,4600,0.6,1,-0.666666666666667
"5201","Florida Gulf Coast University",1,4905,6069,0.4883,0.4831,0.0106491910710629
"5204","ITT Technical Institute-Richardson",3,16833,2355,0.4516,0.45,0.00354295837023913
"5222","City College-Miami",2,16703,5932,0.4,0.5172,-0.293
"5224","ITT Technical Institute-Oak Brook",3,19000,2708,0.4211,0.5,-0.187366421277606
"5247","Vatterott College-Sunset Hills",3,9628,2001,0.7925,0.5,0.369085173501577
"5251","Los Angeles Film School",3,16019,6530,0.8581,0.8704,-0.0143339937070271
"5257","International Baptist College and Seminary",2,6862,3164,0.4286,1,-1.33317778814746
"5261","Mattia College",3,11517,3967,1,0.8091,0.1909
"5263","University of Connecticut-Tri-Campus",1,2367,4571,0.5167,0.5,0.0323204954519064
"5264","University of Connecticut-Avery Point",1,7517,14517,0.4961,0.4118,0.169925418262447
"5265","University of Connecticut-Stamford",1,3126,6037,0.4205,0.5682,-0.351248513674198
"5266","ITT Technical Institute-Saint Rose",3,19332,2358,0.439,0.4615,-0.0512528473804101
"5267","ITT Technical Institute-Richmond",3,17810,1859,0.3721,0.375,-0.00779360386992748
"5271","ITT Technical Institute-Lathrop",3,17180,1998,0.3333,0.6176,-0.852985298529853
"5285","Westwood College-Anaheim",3,14833,3101,0.4231,0.3288,0.222878752068069
"5290","Brookline College-Tucson",3,20795,7824,0.5814,0.6424,-0.104919160646715
"5298","Stratford University",3,15706,4106,0.6667,1,-0.499925003749813
"5300","American InterContinental University-Atlanta",3,18318,3734,0.25,0.25,0
"5301","American InterContinental University-South Florida",3,26364,15436,0.6667,0.4848,0.272836358182091
"5309","Everest University-Jacksonville",3,10470,5158,0.5771,0.6875,-0.191301334257494
"5315","ITT Technical Institute-Wilmington",3,18622,2963,0.3478,0.5294,-0.522139160437033
"5318","Johnson & Wales University-Denver",2,15454,6050,0.5699,0.5385,0.0550973855062291
"5319","University of Phoenix-Ohio",3,8981,4815,0.1563,0.2857,-0.827895073576456
"5354","Acupuncture and Massage College",3,6795,1943,0.5,0.5,0
"5370","Everest College-Ontario Metro",3,13584,4982,0.65,0.4362,0.328923076923077
"5373","The Art Institute of Washington",3,13667,6066,0.3,0.2432,0.189333333333333
"5378","University of Phoenix-Wisconsin",3,7074,3439,0.2292,0.1667,0.272687609075044
"5379","University of Phoenix-Idaho",3,7303,4024,0.1319,0.1538,-0.166034874905231
"5380","Westwood College-Inland Empire",3,15174,2898,0.28,0.3728,-0.331428571428571
"5388","Pillar College",2,16604,5912,0.25,0.3333,-0.3332
"5398","Sanford-Brown College-Orlando",3,21118,5322,0.1818,0.3056,-0.680968096809681
"5430","Apex School of Theology",2,9,3078,1,1,0
"5451","Nevada State College",1,3240,4923,0.2105,0.1471,0.301187648456057
"5454","California State University-Channel Islands",1,6192,12057,0.6357,0.6296,0.00959572125216296
"5457","Argosy University-The Art Institute of California-Orange County",3,14629,5959,0.3333,0.4545,-0.363636363636364
